DB-Plant-No.,Type of Plant,Type of Plant.1,Country,Parent Company,Company Code,Company,City,State,Region,Value Chain Step,Plant No.,Last Update,Status of the Plant,Parent Manufacturer,Manufacturer_A,Manufacturer_B,Year Of Start Up,Year Of Modernizing,Nominal Capacity,Process/type Of Plant,Strip Width Min.,Strip Width Max.,Strip Thickness Min.,Strip Thickness Max.,Entry: Number Of Pay-off Reels,Entry: Coil Weight Max.,Entry: Pay-off Speed Max.,Entry: Type Of Strip Accumulator,Entry: Capacity Of Accumulator,Annealing: Strip Cleaning,Annealing: Heat Cycle,Annealing: Type Of Furnace Heating,Annealing: Cooling Cycle,Annealing: Proc. Speed Min.,Annealing: Proc. Speed Max.,Exit: Number Of Tension Reels,Exit: Coil Weight Max.,Exit: Coiling Speed Max.,Exit: Type Of Strip Accumulator,Exit: Capacity Of Accumulator Max.,Processed Strip Grades A),Processed Strip Grades B),Additional Inline Equipment,Additional Information,Latitude,Longitude
Code,Code,Text,Text,Text,Code,Text,Text,Text,Text,Text,Text,Date,Text,Text,Text,Text,Number,Number,1000 T/YEAR,Text,MM,MM,MM,MM,Number,T,M/MIN,Text,M,Text,Text,Text,Text,M/MIN,M/MIN,Number,T,M/MIN,Text,M,Text,Text,Text,Text,,
10006,77,Continuous Annealing Line,South Korea,Hyundai Steel,7100030,Hyundai Steel,Suncheon,,Asia,Cold Strip Processing,1,2009-09-18 10:11:38,Operating,SMS (DE),SMS (DE),Drever International (BE),1999,2008,1050,NKK - CAL,700,1850,0.23,2.3,2,35,700,Looping Tower,900,Alkaline + Brushing + Electrolytic + Rinsing,Accelerated Cooling/Overageing/Quenching,ARTF,Rapid Gas Jet Cooling,,450,1,35,820,Looping Tower,1125,"CQ, DQ, DDQ, EDDQ, SEDDQ, AHSS, DP, TRIP",Automotive Steel,Skin Pass Mill 6-hi + Tension Leveller,,34.9506,127.4872
10012,77,Continuous Annealing Line,Mexico,Altos Hornos De Mexico,8200020,Altos Hornos De Mexico,Monclova,Coahuila,Latin America & Caribbean,Cold Strip Processing,2,2012-03-30 12:00:05,Idle,,,,,,60,Normalizing,610,1220,0.22,1.9,,,,,,,,Natural Gas,,,,,,,,,Thin Sheet,"DQ, DDQ",,,26.9103,-101.4222
10013,77,Continuous Annealing Line,Mexico,Altos Hornos De Mexico,8200020,Altos Hornos De Mexico,Monclova,Coahuila,Latin America & Caribbean,Cold Strip Processing,3,2009-08-26 18:24:54,Idle,,,,,,65,Recrystallisation,508,940,0.19,0.38,,,,,,,,Natural Gas,,,,,,,,,Thin Sheet,"DQ, DDQ",,,26.9103,-101.4222
10014,77,Continuous Annealing Line,Mexico,Altos Hornos De Mexico,8200020,Altos Hornos De Mexico,Monclova,Coahuila,Latin America & Caribbean,Cold Strip Processing,3,2009-08-26 18:25:48,Idle,,,,,,65,Recrystallisation,508,940,0.19,0.38,,,,,,,,Natural Gas,,,,,,,,,Thin Sheet,"DQ, DDQ",,,26.9103,-101.4222
10017,77,Continuous Annealing Line,South Korea,Hyundai Steel,7100030,Hyundai Steel,Suncheon,,Asia,Cold Strip Processing,1,2004-08-09 09:23:11,Shut Down,SMS (DE),SMS (DE),Drever International (BE),1999,,1050,NKK - CAL,700,1850,0.23,2.3,2,35,,Looping Tower,900,,,,,,450,,35,820,Looping Tower,1125,Automotive Steel,,Skin Pass Mill 6-hi + Tension Leveller,CVC Sexto  Dressiergerüst/6-high CVC temper mill,34.9506,127.4872
10072,77,Continuous Annealing Line,Taiwan,Chang Mien Ind.,7400790,Chang Mien Ind.,Kaohsiung,,Asia,Cold Strip Processing,1,2001-05-10 22:02:05,Operating,,,,1994,,60,Bright Annealing,600,1320,0.1,2,,,,,,,,,,,,,,,,,Stainless Steel,,,Chang Mien Industries Co Ltd,22.6167,120.3
10251,77,Continuous Annealing Line,Germany,Tata Steel,100390,Hille & Müller,Duesseldorf,,Europe,Cold Strip Processing,1,2015-06-09 11:16:03,Operating,Tenova,Tenova-Loi (DE),,1996,,,Recrystallisation,300,660,0.1,1,,,,,,,,Natural Gas,,,,,,,,,,"DQ, DDQ",,"Normalisieren von vernickeltem Stahlband unter Schutzgas_x000D_
Normalising of the nickel plating strip by inert gas_x000D_
Kapazität/capacity 1 t/h_x000D_
Eigentümer / ownership: Corus Special Strip (Corus Group plc.)_x000D_
",51.227,6.7735
10264,77,Continuous Annealing Line,United States,Allegheny Technologies,7900500,ATI Allegheny Technologies Inc.,New Bedford,Massachusetts,Northern America,Cold Strip Processing,1,2012-04-13 14:20:43,Operating,,,,,,,,,1321,,,,,,,,,,,,,,,,,,,,,Tension Leveler,,41.6362,-70.9342
10362,77,Continuous Annealing Line,Italy,Acciaieria Arvedi SpA,900110,Acciai Speciali Terni SpA,Terni,,Europe,Cold Strip Processing,1,2013-05-23 13:03:46,Shut Down,SMS Group,Italimpianti (IT),,1991,1994,,Bright Annealing,,1270,0.1,1.2,,,,,,,,Electrically Heated,,,40,,,,,,Stainless Steel,,,ex THYSSENKRUPP AC. SPEC. TERNI,42.5667,12.65
10395,77,Continuous Annealing Line,Germany,Zapp Precision Metals GmbH,100810,Zapp Precision Metals GmbH,Schwerte,,Europe,Cold Strip Processing,1,2013-09-02 11:07:25,Operating,Andritz ,Andritz Sundwig (DE),,1992,,,Bright Annealing,,450,0.1,1.2,,,,,,,,,,,,,,,,,Stainless Steel,,,ex Stahlwerk Ergste Westig GmbH,51.4458,7.5653
10633,77,Continuous Annealing Line,Belgium,Aperam,200170,Aperam Stainless Europe,Genk,,Europe,Cold Strip Processing,1,2010-10-22 11:17:16,Operating,Andritz ,Andritz Sundwig (DE),Siemens (De),1997,,80,Bright Annealing,550,1350,0.3,1.6,2,35,100,,,,,Natural Gas,,5,70,1,35,,,,Stainless Steel,,,"100 % H2 Atmosphäre/atmosphere_x000D_
Hersteller / supplier ""C"": Thermtec, Netherlands",50.9661,5.5021
10791,77,Continuous Annealing Line,Austria,Voestalpine AG,1500100,Voestalpine Stahl GmbH,Linz,,Europe,Cold Strip Processing,1,2015-10-16 19:38:23,Operating,Primetals Technologies,VAI (AT),Cegelec Aeg (De),1997,,600,NKK - CAL,600,1640,0.4,1.6,2,30,410,Looping Tower,525,Electrolytic Cleaning,Rapid Quenching + Overageing,ARTF,Gas-Jet Cooling,60,300,2,30,470,Looping Tower,778,"DQ, DDQ",HSLA Steel,Skin Pass Mill 4-hi,"Rapid-Gas-Jet-Verfahren/rapid gas jet process_x000D_
Hersteller/manufacturer C und D: Selas and Clecim_x000D_
Ofen/furnace: Strahlrohrbeheizung/radiant tube furnace (Selas)_x000D_
",48.27421397,14.33500352149016
10987,77,Continuous Annealing Line,Thailand,Nippon Steel,6200230,NS-Siam United Steel,Map Ta Phut,Rayong,Asia,Cold Strip Processing,2,2016-09-13 18:48:56,Operating,NSENGI,NSENGI (JP),,1999,,270,CAPL (NSC),700,1250,0.14,2,,,,,,,,,,,,,,,,,,,,"Eigentümer/ownership: NSSMC (80,2%)",12.7132,101.168
10988,77,Continuous Annealing Line,Thailand,Nippon Steel,6200230,NS-Siam United Steel,Map Ta Phut,Rayong,Asia,Cold Strip Processing,1,2016-09-13 18:48:18,Operating,JP Steel Plantech,Kawasaki Heavy Industries (JP),,1998,,270,KM-CAL (Kawasaki),700,1250,0.14,2,,,,,,,,,,,,,,,,,,"DQ, DDQ",,"Start-up: 1998, Nov._x000D_
Eigentümer/ownership: NSSMC (80,2%)",12.7132,101.168
11007,77,Continuous Annealing Line,United Kingdom,Tata Steel,600800,Tata Steel Strip Production Uk,Port Talbot,,Europe,Cold Strip Processing,1,2024-01-19 18:37:25,Operating,Fives Group,Fives Stein (FR),,1999,,990,CAPL (NSC),1230,1810,0.35,1.6,,,,,,,Rapid Quenching + Overageing,,,,,,,,,,"DQ, DDQ",HSS,,,51.5906,-3.7986
11106,77,Continuous Annealing Line,United States,RG Steel LLC,8000100,RG Steel LLC,Sparrows Point,Maryland ,Northern America,Cold Strip Processing,5,2013-09-24 11:47:10,Shut Down,,,,1962,,325,Normalizing,711,965,0.152,0.5,,22.5,,Looping Tower,,,,ARTF,Gas-Jet Cooling,,,,22.5,518,,,Thin Sheet,"DQ, DDQ",,"ex Bethlehem Steel Corp., _x000D_
ex International Steel Group Inc. (08.05.2003), ex ArcelorMittal (2008)_x000D_
ex Severstal - 2.Q 2008_x000D_
Eigentümer/ownership: RG Steel, 2011 March_x000D_
idled 2010, July - 2012_x000D_
",39.2193,-76.4761
11116,77,Continuous Annealing Line,Japan,JFE Steel Corp.,7000120,JFE Steel Corp.,Chiba,Chiba,Asia,Cold Strip Processing,1,2005-03-01 11:33:19,Operating,,,,1988,,50,Bright Annealing,600,1300,,2,,,,,,,,,,,,,,,,,Stainless Steel,,,,35.604,140.123
11117,77,Continuous Annealing Line,Japan,JFE Steel Corp.,7000120,JFE Steel Corp.,Chiba,Chiba,Asia,Cold Strip Processing,2,2005-03-01 11:32:40,Operating,,,,1990,,50,Bright Annealing,600,1300,,2,,,,,,,,,,,,,,,,,Stainless Steel,,,,35.604,140.123
11171,77,Continuous Annealing Line,United States,United States Steel Corporation,0,U.S. Steel,Chicago,Illinois,Northern America,Cold Strip Processing,2,2021-02-10 15:00:13,Idle,,,,,,310,Normalizing,560,1168,0.12,0.48,,,,,,,,Natural Gas,,,,,,,,,Thin Sheet,CQ,,indefinitely idled in 2019,41.878,-87.629
11272,77,Continuous Annealing Line,Poland,Stalprodukt SA,2300280,Stalprodukt SA,Bochnia,,Europe,Cold Strip Processing,1,2009-08-05 17:14:52,Operating,Fives Group,Fives Group (FR),,1976,,60,,450,1125,0.35,0.8,,20,,,,,,,,,60,,20,,,,Electrical Steel,,,,49.9833,20.4333
11340,77,Continuous Annealing Line,United States,Allegheny Technologies,7900500,ATI Allegheny Technologies Inc.,Brackenridge,Pennsylvania,Northern America,Cold Strip Processing,1,2023-10-09 04:39:27,Operating,,,,,,90,Recrystallisation,914,1016,1.8,4.5,,,,,,,,Natural Gas,,,,,,,,,GOES,,,hot rolled silicon,40.6081,-79.7412
11402,77,Continuous Annealing Line,United States,Precision Castparts Corp.,7900450,Special Metals Corp,Elkhart,Indiana,Northern America,Cold Strip Processing,1,2007-10-19 10:32:06,Operating,,,,,,,Bright Annealing,,965,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,41.682,-85.9767
11445,77,Continuous Annealing Line,United States,Cleveland-Cliffs,7900010,AK Steel,Coshocton,Ohio,Northern America,Cold Strip Processing,1,2004-08-02 13:22:11,Operating,,,,,,,Bright Annealing,,915,,,,,,,,,,,,,,,,,,,Stainless Steel,,,ex ARMCO ADVANCED MATERIALS CORP.,40.272,-81.8596
11446,77,Continuous Annealing Line,United States,Cleveland-Cliffs,7900010,AK Steel,Coshocton,Ohio,Northern America,Cold Strip Processing,2,2004-08-02 13:22:38,Operating,,,,,,,Bright Annealing,,915,,,,,,,,,,,,,,,,,,,Stainless Steel,,,ex ARMCO ADVANCED MATERIALS CORP.,40.272,-81.8596
11447,77,Continuous Annealing Line,United States,Cleveland-Cliffs,7900010,AK Steel,Coshocton,Ohio,Northern America,Cold Strip Processing,3,2004-08-02 13:23:45,Operating,,,,,,,Bright Annealing,,457,,,,,,,,,,,,,,,,,,,Stainless Steel,,,ex ARMCO ADVANCED MATERIALS CORP.,40.272,-81.8596
11766,77,Continuous Annealing Line,India,"JSW Steel Ltd (50), JFE Steel Corp. (50)",,JSW JFE Electrical Steel Pvt. Ltd. (J2ES),Nashik,Maharasthtra,Asia,Cold Strip Processing,1,2024-10-21 09:29:44,Operating,,,,,,,,,1050,,,,,,,,,,,,,,,,,,,Electrical Steel,,,Produkt/product: kornorientiertes Elektroband/grain-oriented electrical strip,19.9975,73.7898
11767,77,Continuous Annealing Line,India,"JSW Steel Ltd (50), JFE Steel Corp. (50)",,JSW JFE Electrical Steel Pvt. Ltd. (J2ES),Nashik,Maharasthtra,Asia,Cold Strip Processing,2,2024-10-21 09:30:10,Operating,,,,,,,,,1050,,,,,,,,,,,,,,,,,,,Electrical Steel,,,Produkt/product: kornorientiertes Elektroband/grain-oriented electrical strip,19.9975,73.7898
11771,77,Continuous Annealing Line,Canada,ArcelorMittal SA,8100040,ArcelorMittal Dofasco,Hamilton,Ontario,Northern America,Cold Strip Processing,12,2012-03-30 12:01:18,Shut Down,,,,,,100,Normalizing,457,1219,0.18,1.1,,,,,,,,,,,,,,,,,Thin Sheet,CQ,,Eigentümer/ownership: ArcelorMittal - 2006,43.2547,-79.8678
11877,77,Continuous Annealing Line,Romania,Samsung C&T,2600090,Otelinox SA,Targoviste,,Europe,Cold Strip Processing,1,2010-07-06 15:25:26,Operating,,,,2002,,15,Bright Annealing,350,650,0.1,1.5,,,,,,,,,,,,,,,,,Stainless Steel,,,"Eigentümer/ownership: Samsung Deutschland GmbH (94 %), Germany",44.9244,25.4572
11959,77,Continuous Annealing Line,Sweden,Outokumpu Oyj,1800180,Outokumpu Stainless Ab,Langshyttan,,Europe,Cold Strip Processing,1,2015-02-19 17:50:25,Shut Down,,,,,,,Bright Annealing,400,830,0.1,1.5,,,,,,,,,,,,,,,,,Stainless Steel,,,,60.4523,16.0331
12045,77,Continuous Annealing Line,Japan,Nippon Steel,7000250,Nippon Steel Stainless Steel Corp,Shunan,Yamaguchi,Asia,Cold Strip Processing,4,2023-02-25 11:22:02,Operating,Daido Steel,Daido Steel (JP),,1998,,48,Bright Annealing,600,1300,0.2,1.8,,,,,,,,,,,,,,,,,Stainless Steel,,,,34.0551,131.8063
12072,77,Continuous Annealing Line,Chile,CAP Acero,9300010,Compania Siderurgica Huachipato S.A.,Talcahuano,,Latin America & Caribbean,Cold Strip Processing,1,2016-12-19 16:09:01,Idle,Production Machinery Co.,Production Machinery Co. (US),Selas (US),1994,,100,Recrystallisation,600,1050,0.17,0.3,2,18,136,Looping Tower,,Electrolytic Cleaning + Pickling + Rinsing,,Natural Gas,,,113,2,18,113,,,Thin Sheet,"DQ, DDQ",,"Heizzyklus 50 °C/sec, Kühlzyklus 20 °C/sec_x000D_
Heat cycle 50 °C/sec, cooling cycle 20 °C/sec_x000D_
Eigentümer/ownership: Compania de Acero del Pacifico (CAP)",-36.7145,-73.1141
12111,77,Continuous Annealing Line,United States,Allegheny Technologies,7900500,ATI Allegheny Technologies Inc.,Louisville,Ohio,Northern America,Cold Strip Processing,1,2021-04-13 18:54:01,Operating,,,,,1998,50,Bright Annealing,457,1219,0.3,2.5,,,,,,,,,,,,,,,,,Stainless Steel,,,"ex J&L Speciality Steel (ex Eigentümer/ownership: Arcelor)_x000D_
2004, 2.Q: Eigentümer/ownership: Allegheny Technologies Inc.",40.8374,-81.2595
12165,77,Continuous Annealing Line,Indonesia,PT Krakatau Steel,5800010,PT Krakatau Steel,Cilegon,Banten,Asia,Cold Strip Processing,1,2023-04-28 04:35:07,Operating,,,,,,200,,655,1250,0.2,0.25,,,,,,,,,,,,,,,,,CQ,Thin Sheet,,"_x000D_
Konti- und Haubenglühe 850 000 t/Jahr_x000D_
Continuous and batch annealing lines 850 000 tpy",-6.007021,106.001766
1300,77,Continuous Annealing Line,Germany,ThyssenKrupp AG,100020,ThyssenKrupp Steel Europe AG,Dortmund,,Europe,Cold Strip Processing,5,2021-12-04 11:29:51,Operating,SMS Group,MDS (DE),Siemens (De),1985,,720,NKK - CAL,600,1680,0.4,1.8,2,52,400,Looping Tower,586,Rinsing + Brushing + Electrolytic Cleaning,Rapid Quenching + Overageing,ARTF,Water + Roll Quenching (NKK),,300,2,35,412,Looping Tower,700,"CQ, DQ, DDQ, EDDQ, SEDDQ, AHSS, DP, TRIP",Automotive Steel,Skin Pass Mill 4-hi + Tension Leveller,"Ofen/furnace: Selas_x000D_
Surface inspection system, (Parsytec, DE)",51.53717879,7.499500663
13017,77,Continuous Annealing Line,Taiwan,E-United Group,7400830,Yieh United Steel Corp.,Kaohsiung,,Asia,Cold Strip Processing,1,2021-07-05 10:31:08,Idle,Daido Steel,Daido Steel (JP),,1997,,60,Bright Annealing,,1600,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,22.6167,120.3
1306,77,Continuous Annealing Line,France,ThyssenKrupp AG,200600,Thyssenkrupp Electrical Steel UGO,Isbergues,,Europe,Cold Strip Processing,1,2021-12-04 13:00:04,Operating,,,,1963,1987,50,,,1065,0.21,0.35,,,,,,,,,,,,,,,,,GOES,,,"THYSSENKRUPP ELECTRICAL STEEL UGO SA_x000D_
Produkt/product: kornorientiertes Elektroband/grain-oriented electrical strip",50.61734225,2.480695721
13133,77,Continuous Annealing Line,China,"ATI Allegheny Technologies Inc. (60), China Baowu Steel Group (40)",7301110,Shanghai Stal Precision Stainless Steel Co. Ltd,Shanghai,Shanghai,Asia,Cold Strip Processing,1,2007-03-12 13:16:24,Operating,SMS Group,Drever International (BE),,1999,,9,Bright Annealing,,600,0.05,,,,,,,,,Electrically Heated,,,,,,,,,Stainless Steel,,,"Shanghai STAL Precision Stainless Steel Co._x000D_
Joint venture: Allegheny Ludlum (60 %) and Baoshan I&S (40%)",31.1667,121.4667
13149,77,Continuous Annealing Line,South Korea,Posco,7100040,Posco,Pohang,,Asia,Cold Strip Processing,31,2013-08-15 17:08:16,Operating,SMS Group,MDM (DE),Ebner (AT),1997,,70,Bright Annealing,600,1300,0.15,1.6,2,35,90,Looping Tower,240,,,,,20,60,1,35,90,Looping Tower,240,Stainless Steel,,,"Muffelofen (Ebner): Ofenlänge 24 m; Schutzgas 100% H2 _x000D_
muffle furnace (Ebner): furnace length 24 m; inert gas 100% H2",36.019,129.3435
1319,77,Continuous Annealing Line,France,ThyssenKrupp AG,200600,Thyssenkrupp Electrical Steel UGO,Isbergues,,Europe,Cold Strip Processing,2,2021-12-04 13:00:23,Operating,,,,1970,1990,50,,,1065,0.21,0.35,,,,,,,,,,,,,,,,,GOES,,,"THYSSENKRUPP ELECTRICAL STEEL UGO SA_x000D_
Produkt/product: kornorientiertes Elektroband/grain-oriented electrical strip",50.61734225,2.480695721
13234,77,Continuous Annealing Line,United States,Theis Precision Steel USA,8001260,Theis Precision Steel USA,Bristol,Connecticut,Northern America,Cold Strip Processing,1,2016-02-03 18:40:43,Shut Down,Andritz ,Andritz Sundwig (DE),,1998,,,Bright Annealing,80,355,0.05,1.52,,4.9,,,,,,,,,,,4.9,,,,Stainless Steel,HSS,,Vertical annealing line,41.6736,-72.9464
13266,77,Continuous Annealing Line,Brazil,Ternium S.A.,9100440,Usiminas,Ipatinga,Minas Gerais,Latin America & Caribbean,Cold Strip Processing,3,2009-09-10 12:19:32,Operating,NSENGI,NSENGI (JP),,2000,,600,CAPL (NSC),800,1800,0.3,2,,,,,,Electrolytic Cleaning + Pickling + Rinsing,,,,,420,,,,,,"CQ, DQ, DDQ, EDDQ, SEDDQ, AHSS, DP, TRIP",Automotive Steel,,,-19.4778,-42.5271
1336,77,Continuous Annealing Line,France,ArcelorMittal SA,200810,Arcelormittal St. Chely D' Apcher,Saint Chely D' Apcher,,Europe,Cold Strip Processing,1,2023-10-17 06:52:12,Operating,,,,1960,1986,60,Recrystallisation,,1085,0.2,1.5,,8,,,,,,,,,50,,8,,,,NGOES - Regular,,Insulation Coating Line,non-grain oriented silicon steel,44.8017,3.2752
13369,77,Continuous Annealing Line,China,China Baowu Steel Group,7300030,Baoshan I&S Co. Ltd.,Baoshan,Shanghai,Asia,Cold Strip Processing,41,2023-10-12 06:38:22,Operating,Primetals Technologies,Mitsubishi Heavy Industriues (JP),,2000,,200,Flattening Line,750,1270,0.35,0.65,,,,,,,,,,,150,,,,,,GOES,NGOES - High Grade,Insulation Coating Line,,31.4116,121.4584
13399,77,Continuous Annealing Line,Bulgaria,Kremikovtzi,2500010,Kremikovtzi,Sofia,,Europe,Cold Strip Processing,2,2015-06-09 11:15:37,Shut Down,Fives Group,Fives Group (FR),,1974,,150,Recrystallisation,500,1050,0.1,0.6,,15,,,,,,,,,360,,15,,,,Thin Sheet,"DQ, DDQ",,"Produktion/production: 25 t/h_x000D_
Eigentümer/ownership:_x000D_
Globel Steel Holdings (71%) - Ispat Industries Ltd. - 2005, August_x000D_
2009, Sept.: bankruptcy",42.6979,23.3217
13474,77,Continuous Annealing Line,Slovakia,United States Steel Corporation,2410500,"U.S. Steel Kosice, S.R.O.",Kosice,,Europe,Cold Strip Processing,2,2023-09-06 22:10:18,Operating,Danieli,Danieli Wean United (US),Danieli Automation (It),2003,,210,Recrystallisation,700,1050,0.18,0.6,,15,550,,,Alkaline + Brushing + Electrolytic + Rinsing,,,,,440,,15,550,,,Thin Sheet,"DQ, DDQ",,"Eigentümer/ownership: U.S. Steel Corp. (2000, Nov.)_x000D_
Inbetriebnahme/start-up: 3.Q 2003",48.7167,21.25
13499,77,Continuous Annealing Line,China,China Baowu Steel Group,7300030,Baoshan I&S Co. Ltd.,Baoshan,Shanghai,Asia,Cold Strip Processing,2,2018-06-08 15:32:44,Operating,NKK,NKK (JP),Shanghai Heavy Mining (CN),2000,,760,NKK - CAL,730,1430,0.3,1.6,,26.5,,,,,Rapid Quenching + Overageing,ARTF,Gas + Roll Quenching (NKK),,420,,26.5,,,,"CQ, DQ, DDQ, EDDQ, SEDDQ, AHSS, DP, TRIP",,Skin Pass Mill + Tension Leveller,,31.4116,121.4584
13577,77,Continuous Annealing Line,United States,Carpenter Technology,8000380,Carpenter Technology,Reading,Pennsylvania,Northern America,Cold Strip Processing,1,2000-06-05 00:00:00,Operating,Ebner,Ebner Furnaces (US),,1999,,8,Recrystallisation,150,406,1.27,4.75,,,,,,,,Natural Gas,,6,6,,,,,,Stainless Steel,,,"_x000D_
1 Vertikal Glühöfen / 1 vertical annealing furnaces (Ebner)_x000D_
gasbeheizter Muffelofen (9,5 m) mit anschließendem Hochleistungskühlteil,_x000D_
100 % H2 Atmosphäre_x000D_
gasfired muffle furnace (9,5 m) with integrated high performance coolers,_x000D_
100 % h2 atmosphere_x000D_
",40.3353,-75.9279
1367,77,Continuous Annealing Line,Spain,ArcelorMittal SA,1100100,ArcelorMittal Asturias,Aviles,,Europe,Cold Strip Processing,1,2009-09-10 12:31:13,Operating,Fives Group,Fives Stein (FR),,1991,,300,CAPL (NSC),600,1250,0.15,0.8,2,,,Looping Tower,,,,,Gas-Water Mist Acc (NSC),,600,2,,,Looping Tower,,Thin Sheet,"DQ, DDQ",,ex Aceralia Corporación Siderúrgica S.A.; (ex CSI),43.5561,-5.9083
13734,77,Continuous Annealing Line,Austria,Voestalpine AG,1500220,Voestalpine Precision Strip,Kematen,,Europe,Cold Strip Processing,1,2023-09-06 22:10:19,Operating,Ebner,Ebner (AT),,2013,,15,Hardening and Tempering,90,650,0.6,4.5,,,,Horizontal Looper,,,With Rapid Quenching,,Metal Bath Cooling,,,,,,Horizontal Looper,,Stainless Steel,HSS,,,47.2549,11.2738
